# PERFORMANCE / EXPERIMENTAL DATASET
# Purpose: Algorithm performance testing (search, sort, DP, parallel, randomized)
# Format: ID|MovieTitle|Genre|Rating|Duration|Popularity
# Records: 1000

613|Dream Quest|Animation|8|164|77
614|Fantasy Town|Animation|8.2|171|80
615|The Magic World|Animation|8.3|178|83
616|Wonder Kingdom|Animation|8.4|185|86
617|Adventure City|Animation|8.5|192|89
618|Dream Land|Animation|8.7|199|92
619|Fantasy World|Animation|8.8|85|95
620|The Magic Quest|Animation|6.5|92|98
621|Wonder City|Animation|6.6|99|50
622|Adventure World|Animation|6.8|106|53
623|Dream Town|Animation|6.9|113|56
624|Fantasy Kingdom|Animation|7|120|59
625|The Magic Land|Animation|7.1|127|62
626|Wonder Town|Animation|7.3|134|65
627|Adventure Quest|Animation|7.4|141|68
628|Dream Kingdom|Animation|7.5|148|71
629|Fantasy City|Animation|7.6|155|74
630|The Magic Adventure|Animation|7.8|162|77
631|Wonder Quest|Animation|7.9|169|80
632|Adventure Land 2|Animation|8|176|83
633|Dream City|Animation|8.2|183|86
634|Fantasy Adventure|Animation|8.3|190|89
635|The Magic Town|Animation|8.4|197|92
636|Wonder Adventure|Animation|8.5|83|95
637|Adventure Kingdom 2|Animation|8.7|90|98
638|Dream Town 2|Animation|8.8|97|50
639|Fantasy Quest 2|Animation|6.5|104|53
640|The Magic Kingdom 2|Animation|6.6|111|56
641|Wonder Land 2|Animation|6.8|118|59
642|Adventure City 2|Animation|6.9|125|62
643|Dream World 2|Animation|7|132|65
644|Fantasy Land 2|Animation|7.1|139|68
645|The Magic City 2|Animation|7.3|146|71
646|Wonder World 2|Animation|7.4|153|74
647|Adventure Town 2|Animation|7.5|160|77
648|Dream Adventure 2|Animation|7.6|167|80
649|Fantasy Town 2|Animation|7.8|174|83
650|The Magic World 2|Animation|7.9|181|86
651|Wonder Kingdom 2|Animation|8|188|89
652|Adventure World 2|Animation|8.2|195|92
653|Dream Quest 2|Animation|8.3|81|95
654|Fantasy World 2|Animation|8.4|88|98
655|The Magic Quest 2|Animation|8.5|95|50
656|Wonder City 2|Animation|8.7|102|53
657|Adventure Quest 2|Animation|8.8|109|56
658|Dream Land 2|Animation|6.5|116|59
659|Fantasy Kingdom 2|Animation|6.6|123|62
660|The Magic Land 2|Animation|6.8|130|65
661|Wonder Town 2|Animation|6.9|137|68
662|Adventure Quest 3|Animation|7|144|71
663|Dream Kingdom 2|Animation|7.1|151|74
664|Fantasy City 2|Animation|7.3|158|77
665|The Magic Adventure 2|Animation|7.4|165|80
666|Wonder Quest 2|Animation|7.5|172|83
667|Adventure Land 3|Animation|7.6|179|86
668|Dream City 2|Animation|7.8|186|89
669|Fantasy Adventure 2|Animation|7.9|193|92
670|The Magic Town 2|Animation|8|200|95
671|Wonder Adventure 2|Animation|8.2|86|98
672|Adventure Kingdom 3|Animation|8.3|93|50
673|Dream Town 3|Animation|8.4|100|53
674|Fantasy Quest 3|Animation|8.5|107|56
675|The Magic Kingdom 3|Animation|8.7|114|59
676|Wonder Land 3|Animation|8.8|121|62
677|Adventure City 3|Animation|6.5|128|65
678|Dream World 3|Animation|6.6|135|68
679|Fantasy Land 3|Animation|6.8|142|71
680|The Magic City 3|Animation|6.9|149|74
681|Wonder World 3|Animation|7|156|77
682|Adventure Town 3|Animation|7.1|163|80
683|Dream Adventure 3|Animation|7.3|170|83
684|Fantasy Town 3|Animation|7.4|177|86
685|The Magic World 3|Animation|7.5|184|89
686|Wonder Kingdom 3|Animation|7.6|191|92
687|Adventure World 3|Animation|7.8|198|95
688|Dream Quest 3|Animation|7.9|84|98
689|Fantasy World 3|Animation|8|91|50
690|The Magic Quest 3|Animation|8.2|98|53
691|Wonder City 3|Animation|8.3|105|56
692|Adventure Quest 4|Animation|8.4|112|59
693|Dream Land 3|Animation|8.5|119|62
694|Fantasy Kingdom 3|Animation|8.7|126|65
695|The Magic Land 3|Animation|8.8|133|68
696|Wonder Town 3|Animation|6.5|140|71
697|Adventure Quest 5|Animation|6.6|147|74
698|Dream Kingdom 3|Animation|6.8|154|77
699|Fantasy City 3|Animation|6.9|161|80
700||Animation|7|168|83
701|The Lost Expedition|Adventure|6|80|99
702|Into the Wild|Adventure|6.1|87|51
703|Jungle Quest|Adventure|6.3|94|54
704|Mountain Challenge|Adventure|6.4|101|57
705|Ocean Explorer|Adventure|6.6|108|60
706|Desert Journey|Adventure|6.7|115|63
707|Arctic Adventure|Adventure|6.8|122|66
708|Tropical Quest|Adventure|7|129|69
709|River Runner|Adventure|7.1|136|72
710|Forest Explorer|Adventure|7.2|143|75
711|The Lost Tribe|Adventure|7.4|150|78
712|Wilderness Survivor|Adventure|7.5|157|81
713|Cave Explorer|Adventure|7.7|164|84
714|Island Adventure|Adventure|7.8|171|87
715|Mountain Peak|Adventure|7.9|178|90
716|Ocean Dive|Adventure|8.1|185|93
717|Desert Trek|Adventure|8.2|192|96
718|Arctic Mission|Adventure|8.4|199|99
719|Tropical Island|Adventure|8.5|85|51
720|River Explorer|Adventure|6|92|54
721|The Lost World|Adventure|6.1|99|57
722|Wilderness Challenge|Adventure|6.3|106|60
723|Cave Diver|Adventure|6.4|113|63
724|Island Quest|Adventure|6.6|120|66
725|Mountain Climber|Adventure|6.7|127|69
726|Ocean Quest|Adventure|6.8|134|72
727|Desert Challenge|Adventure|7|141|75
728|Arctic Explorer|Adventure|7.1|148|78
729|Tropical Adventure|Adventure|7.2|155|81
730|River Quest|Adventure|7.4|162|84
731|The Lost City|Adventure|7.5|169|87
732|Wilderness Quest|Adventure|7.7|176|90
733|Cave Adventure|Adventure|7.8|183|93
734|Island Challenge|Adventure|7.9|190|96
735|Mountain Explorer|Adventure|8.1|197|99
736|Ocean Adventure|Adventure|8.2|83|51
737|Desert Explorer|Adventure|8.4|90|54
738|Arctic Quest|Adventure|8.5|97|57
739|Tropical Challenge|Adventure|6|104|60
740|River Adventure|Adventure|6.1|111|63
741|The Lost Temple|Adventure|6.3|118|66
742|Wilderness Explorer|Adventure|6.4|125|69
743|Cave Quest|Adventure|6.6|132|72
744|Island Explorer|Adventure|6.7|139|75
745|Mountain Adventure|Adventure|6.8|146|78
746|Ocean Challenge|Adventure|7|153|81
747|Desert Quest|Adventure|7.1|160|84
748|Arctic Challenge|Adventure|7.2|167|87
749|Tropical Explorer|Adventure|7.4|174|90
750|River Challenge|Adventure|7.5|181|93
751|The Lost Ruins|Adventure|7.7|188|96
752|Wilderness Adventure|Adventure|7.8|195|99
753|Cave Explorer 2|Adventure|7.9|81|51
754|Island Adventure 2|Adventure|8.1|88|54
755|Mountain Quest|Adventure|8.2|95|57
756|Ocean Explorer 2|Adventure|8.4|102|60
757|Desert Adventure|Adventure|8.5|109|63
758|Arctic Adventure 2|Adventure|6|116|66
759|Tropical Quest 2|Adventure|6.1|123|69
760|River Explorer 2|Adventure|6.3|130|72
761|The Lost Treasure|Adventure|6.4|137|75
762|Wilderness Quest 2|Adventure|6.6|144|78
763|Cave Challenge|Adventure|6.7|151|81
764|Island Quest 2|Adventure|6.8|158|84
765|Mountain Challenge 2|Adventure|7|165|87
766|Ocean Quest 2|Adventure|7.1|172|90
767|Desert Adventure 2|Adventure|7.2|179|93
768|Arctic Mission 2|Adventure|7.4|186|96
769|Tropical Island 2|Adventure|7.5|193|99
770|River Runner 2|Adventure|7.7|200|51
771|The Lost Expedition 2|Adventure|7.8|86|54
772|Wilderness Challenge 2|Adventure|7.9|93|57
773|Cave Explorer 3|Adventure|8.1|100|60
774|Island Adventure 3|Adventure|8.2|107|63
775|Mountain Explorer 2|Adventure|8.4|114|66
776|Ocean Adventure 2|Adventure|8.5|121|69
777|Desert Trek 2|Adventure|6|128|72
778|Arctic Explorer 2|Adventure|6.1|135|75
779|Tropical Adventure 2|Adventure|6.3|142|78
780|River Quest 2|Adventure|6.4|149|81
781|The Lost Tribe 2|Adventure|6.6|156|84
782|Wilderness Survivor 2|Adventure|6.7|163|87
783|Cave Diver 2|Adventure|6.8|170|90
784|Island Challenge 2|Adventure|7|177|93
785|Mountain Peak 2|Adventure|7.1|184|96
786|Ocean Dive 2|Adventure|7.2|191|99
787|Desert Challenge 2|Adventure|7.4|198|51
788|Arctic Quest 2|Adventure|7.5|84|54
789|Tropical Challenge 2|Adventure|7.7|91|57
790|River Adventure 2|Adventure|7.8|98|60
791|The Lost World 2|Adventure|7.9|105|63
792|Wilderness Explorer 2|Adventure|8.1|112|66
793|Cave Quest 2|Adventure|8.2|119|69
794|Island Explorer 2|Adventure|8.4|126|72
795|Mountain Adventure 2|Adventure|8.5|133|75
796|Ocean Challenge 2|Adventure|6|140|78
797|Desert Quest 2|Adventure|6.1|147|81
798|Arctic Challenge 2|Adventure|6.3|154|84
799|Tropical Island 3|Adventure|6.4|161|87
800|River Journey|Adventure|6.6|168|90
801|The Haunting|Horror|5|80|55
802|Dark Shadows|Horror|5.1|87|58
803|Nightmare House|Horror|5.3|94|61
804|Terror Night|Horror|5.4|101|64
805|Ghostly Presence|Horror|5.6|108|67
806|Cursed Land|Horror|5.7|115|70
807|The Dark Entity|Horror|5.8|122|73
808|Evil Within|Horror|6|129|76
809|Phantom Scream|Horror|6.1|136|79
810|Blood Moon|Horror|6.2|143|82
811|The Shadow Being|Horror|6.4|150|85
812|Dark Forest|Horror|6.5|157|88
813|Nightmare City|Horror|6.7|164|91
814|Terror Storm|Horror|6.8|171|94
815|Ghostly Vision|Horror|6.9|178|97
816|Cursed Hours|Horror|7.1|185|100
817|The Dark Presence|Horror|7.2|192|52
818|Evil Night|Horror|7.4|199|55
819|Phantom Fear|Horror|7.5|85|58
820|Blood River|Horror|5|92|61
821|The Shadow Force|Horror|5.1|99|64
822|Dark Mansion|Horror|5.3|106|67
823|Nightmare Street|Horror|5.4|113|70
824|Terror Rising|Horror|5.6|120|73
825|Ghostly Call|Horror|5.7|127|76
826|Cursed Zone|Horror|5.8|134|79
827|The Dark Nightmare|Horror|6|141|82
828|Evil Forest|Horror|6.1|148|85
829|Phantom Night|Horror|6.2|155|88
830|Blood Storm|Horror|6.4|162|91
831|The Shadow Night|Horror|6.5|169|94
832|Dark Entity|Horror|6.7|176|97
833|Nightmare Force|Horror|6.8|183|100
834|Terror Zone|Horror|6.9|190|52
835|Ghostly Storm|Horror|7.1|197|55
836|Cursed Night|Horror|7.2|83|58
837|The Dark Vision|Horror|7.4|90|61
838|Evil Presence|Horror|7.5|97|64
839|Phantom Rising|Horror|5|104|67
840|Blood City|Horror|5.1|111|70
841|The Shadow Storm|Horror|5.3|118|73
842|Dark Night|Horror|5.4|125|76
843|Nightmare Zone|Horror|5.6|132|79
844|Terror Night 2|Horror|5.7|139|82
845|Ghostly Force|Horror|5.8|146|85
846|Cursed Vision|Horror|6|153|88
847|The Dark Storm|Horror|6.1|160|91
848|Evil Zone|Horror|6.2|167|94
849|Phantom Zone|Horror|6.4|174|97
850|Blood Night|Horror|6.5|181|100
851|The Shadow Zone|Horror|6.7|188|52
852|Dark Rising|Horror|6.8|195|55
853|Nightmare Night|Horror|6.9|81|58
854|Terror Force|Horror|7.1|88|61
855|Ghostly Zone|Horror|7.2|95|64
856|Cursed Force|Horror|7.4|102|67
857|The Dark Zone|Horror|7.5|109|70
858|Evil Rising|Horror|5|116|73
859|Phantom Storm|Horror|5.1|123|76
860|Blood Zone|Horror|5.3|130|79
861|The Shadow Force 2|Horror|5.4|137|82
862|Dark Force|Horror|5.6|144|85
863|Nightmare Rising|Horror|5.7|151|88
864|Terror Vision|Horror|5.8|158|91
865|Ghostly Night|Horror|6|165|94
866|Cursed Rising|Horror|6.1|172|97
867|The Dark Force|Horror|6.2|179|100
868|Evil Storm|Horror|6.4|186|52
869|Phantom Vision|Horror|6.5|193|55
870|Blood Rising|Horror|6.7|200|58
871|The Shadow Rising|Horror|6.8|86|61
872|Dark Storm|Horror|6.9|93|64
873|Nightmare Vision|Horror|7.1|100|67
874|Terror Storm 2|Horror|7.2|107|70
875|Ghostly Rising|Horror|7.4|114|73
876|Cursed Storm|Horror|7.5|121|76
877|The Dark Rising|Horror|5|128|79
878|Evil Vision|Horror|5.1|135|82
879|Phantom Force|Horror|5.3|142|85
880|Blood Vision|Horror|5.4|149|88
881|The Shadow Vision|Horror|5.6|156|91
882|Dark Vision|Horror|5.7|163|94
883|Nightmare Storm|Horror|5.8|170|97
884|Terror Rising 2|Horror|6|177|100
885|Ghostly Vision 2|Horror|6.1|184|52
886|Cursed Zone 2|Horror|6.2|191|55
887|The Dark Night|Horror|6.4|198|58
888|Evil Night 2|Horror|6.5|84|61
889|Phantom Night 2|Horror|6.7|91|64
890|Blood Night 2|Horror|6.8|98|67
891|The Shadow Night 2|Horror|6.9|105|70
892|Dark Night 2|Horror|7.1|112|73
893|Nightmare Night 2|Horror|7.2|119|76
894|Terror Zone 2|Horror|7.4|126|79
895|Ghostly Night 2|Horror|7.5|133|82
896|Cursed Night 2|Horror|5|140|85
897|The Dark Night 2|Horror|5.1|147|88
898|Shadow Entity|Horror|5.3|154|91
899|Phantom Entity|Horror|5.4|161|94
900||Horror|5.6|168|97
901|The Dragon Kingdom|Fantasy|6|80|62
902|Mystic Forest|Fantasy|6.2|87|65
903|Enchanted Realm|Fantasy|6.3|94|68
904|Crystal Cave|Fantasy|6.4|101|71
905|Dragons Fire|Fantasy|6.6|108|74
906|The Magic Sword|Fantasy|6.8|115|77
907|Mystic Quest|Fantasy|6.9|122|80
908|Enchanted Kingdom|Fantasy|7|129|83
909|Crystal Dragon|Fantasy|7.2|136|86
910|Dragons Call|Fantasy|7.4|143|89
911|The Magic Kingdom X|Fantasy|7.5|150|92
912|Mystic Land|Fantasy|7.6|157|95
913|Enchanted Forest|Fantasy|7.8|164|98
914|Crystal Quest|Fantasy|8|171|50
915|Dragons Rise|Fantasy|8.1|178|53
916|The Magic Realm|Fantasy|8.2|185|56
917|Mystic Dragon|Fantasy|8.4|192|59
918|Enchanted Cave|Fantasy|8.5|199|62
919|Crystal Kingdom|Fantasy|8.7|85|65
920|Dragons Legend|Fantasy|6|92|68
921|The Magic Forest|Fantasy|6.2|99|71
922|Mystic Kingdom|Fantasy|6.3|106|74
923|Enchanted Quest|Fantasy|6.4|113|77
924|Crystal Realm|Fantasy|6.6|120|80
925|Dragons Quest|Fantasy|6.8|127|83
926|The Magic Dragon|Fantasy|6.9|134|86
927|Mystic Realm|Fantasy|7|141|89
928|Enchanted Dragon|Fantasy|7.2|148|92
929|Crystal Forest|Fantasy|7.4|155|95
930|Dragons Kingdom|Fantasy|7.5|162|98
931|The Magic Cave|Fantasy|7.6|169|50
932|Mystic Cave|Fantasy|7.8|176|53
933|Enchanted Realm 2|Fantasy|8|183|56
934|Crystal Cave 2|Fantasy|8.1|190|59
935|Dragons Fire 2|Fantasy|8.2|197|62
936|The Magic Sword 2|Fantasy|8.4|83|65
937|Mystic Quest 2|Fantasy|8.5|90|68
938|Enchanted Kingdom 2|Fantasy|8.7|97|71
939|Crystal Dragon 2|Fantasy|6|104|74
940|Dragons Call 2|Fantasy|6.2|111|77
941|The Magic Kingdom 3|Fantasy|6.3|118|80
942|Mystic Land 2|Fantasy|6.4|125|83
943|Enchanted Forest 2|Fantasy|6.6|132|86
944|Crystal Quest 2|Fantasy|6.8|139|89
945|Dragons Rise 2|Fantasy|6.9|146|92
946|The Magic Realm 2|Fantasy|7|153|95
947|Mystic Dragon 2|Fantasy|7.2|160|98
948|Enchanted Cave 2|Fantasy|7.4|167|50
949|Crystal Kingdom 2|Fantasy|7.5|174|53
950|Dragons Legend 2|Fantasy|7.6|181|56
951|The Magic Forest 2|Fantasy|7.8|188|59
952|Mystic Kingdom 2|Fantasy|8|195|62
953|Enchanted Quest 2|Fantasy|8.1|81|65
954|Crystal Realm 2|Fantasy|8.2|88|68
955|Dragons Quest 2|Fantasy|8.4|95|71
956|The Magic Dragon 2|Fantasy|8.5|102|74
957|Mystic Realm 2|Fantasy|8.7|109|77
958|Enchanted Dragon 2|Fantasy|6|116|80
959|Crystal Forest 2|Fantasy|6.2|123|83
960|Dragons Kingdom 2|Fantasy|6.3|130|86
961|The Magic Cave 2|Fantasy|6.4|137|89
962|Mystic Cave 2|Fantasy|6.6|144|92
963|Enchanted Realm 3|Fantasy|6.8|151|95
964|Crystal Cave 3|Fantasy|6.9|158|98
965|Dragons Fire 3|Fantasy|7|165|50
966|The Magic Sword 3|Fantasy|7.2|172|53
967|Mystic Quest 3|Fantasy|7.4|179|56
968|Enchanted Kingdom 3|Fantasy|7.5|186|59
969|Crystal Dragon 3|Fantasy|7.6|193|62
970|Dragons Call 3|Fantasy|7.8|200|65
971|The Magic Kingdom 4|Fantasy|8|86|68
972|Mystic Land 3|Fantasy|8.1|93|71
973|Enchanted Forest 3|Fantasy|8.2|100|74
974|Crystal Quest 3|Fantasy|8.4|107|77
975|Dragons Rise 3|Fantasy|8.5|114|80
976|The Magic Realm 3|Fantasy|8.7|121|83
977|Mystic Dragon 3|Fantasy|6|128|86
978|Enchanted Cave 3|Fantasy|6.2|135|89
979|Crystal Kingdom 3|Fantasy|6.3|142|92
980|Dragons Legend 3|Fantasy|6.4|149|95
981|The Magic Forest 3|Fantasy|6.6|156|98
982|Mystic Kingdom 3|Fantasy|6.8|163|50
983|Enchanted Quest 3|Fantasy|6.9|170|53
984|Crystal Realm 3|Fantasy|7|177|56
985|Dragons Quest 3|Fantasy|7.2|184|59
986|The Magic Dragon 3|Fantasy|7.4|191|62
987|Mystic Realm 3|Fantasy|7.5|198|65
988|Enchanted Dragon 3|Fantasy|7.6|84|68
989|Crystal Forest 3|Fantasy|7.8|91|71
990|Dragons Kingdom 3|Fantasy|8|98|74
991|The Magic Cave 3|Fantasy|8.1|105|77
992|Mystic Cave 3|Fantasy|8.2|112|80
993|Enchanted Realm 4|Fantasy|8.4|119|83
994|Crystal Cave 4|Fantasy|8.5|126|86
995|Dragons Fire 4|Fantasy|8.7|133|89
996|The Magic Sword 4|Fantasy|6|140|92
997|Mystic Quest 4|Fantasy|6.2|147|95
998|Enchanted Kingdom 4|Fantasy|6.3|154|98
999|Crystal Dragon 4|Fantasy|6.4|161|50
1000|Dragons Call 4|Fantasy|6.6|168|53
